CompoundGroup,ParentCompound_name,CHEBI_key,INCHI_key,CAS_numer,Biomarker_name,Biomarker_abbreviation,Biomarker_varname,BWB = Blood-whole blood (µg/L),BP = Blood-plasma (µg/L),BS = Blood-serum (µg/L),RBC = Red blood cells (µg/L),VAMS = Volumetric absorptive microsample (µg/L),CBWB = Cord blood-whole blood (µg/L),CBP = Cord blood-plasma (µg/L),CBS = Cord blood-serum (µg/L),AF = Amniotic Fluid (µg/L),PLT = Placenta tissue (ng/g),US = Urine- random spot (µg/L),UD = Urine-24h (µg/L),UM = Urine-first morning urine (µg/L),STL = Stool (ng/g),BM = Breast milk (µg/L),SEM = Semen (µg/L),SA = Saliva (µg/L),SPT = Sputum (µg/L),H = Hair (ng/g),TN = Toe nail (ng/g),FN = Finger nail (ng/g),ADI = Adipose Tissue/Fat (µg/L),EBC = Exhaled breath condensate (µg/L),DW = Dermal wipes (µg/cm2),SW = Surface wipe (µg/cm2)
Anilines and MOCA,Aniline,CHEBI:143107,,614-80-2,N-acetyl-2-aminophenol,NA2AP,natwoap,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,Aniline,CHEBI:46195,,,N-acetyl-4-aminophenol,NA4AP,nafourap,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylamide,Glycidamide,,GFVUOIIZUCFXSF-ZBHICJROSA-N,,N-Acetyl-S-(2-carbamoyl-2-hydroxyethyl)cysteine,GAMA,gama,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylamide,Acrylamide,,MIZMPWFZMWDOPJ-AIUXZDRISA-N,,N-acetyl-S-(2-carbamoyl-ethyl)-L-cysteine-sulfoxide,AAMA-sulf,aamasulf,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylamide,Acrylamide,,GGBCHNJZQQEQRX-LURJTMIESA-N,,N-acetyl-S-(2-carbamoyl-ethyl)cysteine,AAMA,aama,,,,,,,,,,,,,,,,,,,,,,,,,
Aprotic solvents,"N,N-Dimethylformamide",CHEBI:2355,,103974-29-4,N-Acetyl-S-(N-methylcarbamoyl)cysteine,AMCC,amcc,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,"4,4'-methylenebis(2-chloroaniline)",,,,"N-acetyl 4,4'-methylenebis (2-chloroaniline)",acetyl-MOCA,amoca,,,,,,,,,,,,,,,,,,,,,,,,,
Aprotic solvents,"N,N-Dimethylacetamide",,,,N-hydroxymethyl-N-methylacetamide,DMAC-OH,dmacoh,,,,,,,,,,,,,,,,,,,,,,,,,
Aprotic solvents,"N,N-Dimethylacetamide",CHEBI:87321,,79-16-3,N-methylacetamide,NMAC,nmac,,,,,,,,,,,,,,,,,,,,,,,,,
Aprotic solvents,"N,N-Dimethylformamide",CHEBI:7438,,123-39-7,N-methylformamide,NMF,nmf,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,N-Phenylacetamide,CHEBI:28884,,103-84-4,N-Phenylacetamide,ACA,aca,,,,,,,,,,,,,,,,,,,,,,,,,
Polycyclic Aromatic Hydrocarbons (PAHs),Naphthalene,CHEBI:16482,,91-20-3,Naphthalene,NAPH,naph,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Neosolaniol,,TVZHDVCTOCZDNE-UHFFFAOYSA-N,,Neosolaniol,NEO,neo,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:28112,,7440-02-0,Nickel,Ni,ni,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Nivalenol,CHEBI:7599,,23282-20-4,Nivalenol,NIV,niv,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,DDT,CHEBI:34211,,3424-82-6,"O,p'-Dichlorodiphenyldichloroethylene","o,p'-DDE",opdde,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,DDT,CHEBI:34027,,789-02-6,"O,p'-dichlorodiphenyltrichloroethane","o,p'-DDT",opddt,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Ochratoxin A,CHEBI:192527,,,Ochratoxin-alpha,OTα,otalpha,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Ochratoxin A,CHEBI:7719,,303-47-9,Ochratoxin A,OTA,ota,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Ochratoxin A,CHEBI:7719,,303-47-9,Ochratoxin A,OTA,tota,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Octabromotrimethylphenylindane,,SNKXRWQAVFAAGH-UHFFFAOYSA-N,,Octabromotrimethylphenylindane,OBIND,obind,,,,,,,,,,,,,,,,,,,,,,,,,
Dioxins;Organochlorine compounds (OCs),,CHEBI:81566,,3268-87-9,Octachlorodibenzodioxin,OCDD,ocdd,,,,,,,,,,,,,,,,,,,,,,,,,
Furans,,CHEBI:81515,,39001-02-0,Octachlorodibenzofuran,OCDF,pcdf135,,,,,,,,,,,,,,,,,,,,,,,,,
UV-filters (benzophenones),,"CHEBI:88667, CHEBI:134750",,,Octyl methoxycinnamate,,omc,,,,,,,,,,,,,,,,,,,,,,,,,
Polycyclic Aromatic Hydrocarbons (PAHs),,,,,Measured Sum of 1- and 9-hydroxyphenanthrene,Measured 1+9-OH-Phenanthrene,oneninehphe,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,Ortho-Chloroaniline,,,,Ortho-Chloroaniline,ortho-ChA,ocha,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,Ortho-Fluoroaniline,CHEBI:27526,,348-54-9,Ortho-Fluoroaniline,ortho-FA,ofa,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,Ortho-toluidine,CHEBI:66892,,95-53-4,Ortho-toluidine,o-toluidine,otldn,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides;Organochlorine compounds (OCs),,CHEBI:81541,,27304-13-8,Oxychlordane,OXC,oxc,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,Aniline,CHEBI:17602,,123-30-8,P-aminophenol,p-aminophenol,pami,,,,,,,,,,,,,,,,,,,,,,,,,
Parabens,,CHEBI:30763,,99-96-7,P-hydroxybenzoic acid,HBA,phba,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:33363,,7440-05-3,Palladium,Pd,pd,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,Para-Chloroaniline,CHEBI:20331,,106-47-8,Para-Chloroaniline,para-Cha,pcha,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,Para-Fluoroaniline,CHEBI:28546,,371-40-4,Para-Fluoroaniline,para-FA,pfa,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,Para-toluidine,CHEBI:37825,,106-49-0,Para-toluidine,p-toluidine,ptldn,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,,CHEBI:27928,,56-38-2,Parathion-ethyl,,paret,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,,CHEBI:38746,,298-00-0,Parathion-methyl,,parmet,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Patulin,CHEBI:74926,,149-29-1,Patulin,PAT,pat,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),,,,,Measured Sum of pcb196 and pcb203,Measured,pcb196and203,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Pentabromoethylbenzene,,FIAXCDIQXHJNIX-UHFFFAOYSA-N,,Pentabromoethylbenzene,PBEB,pbeb,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Pentabromophenol,,SVHOVVJFOWGYJO-UHFFFAOYSA-N,,Pentabromophenol,PBP,pbph,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Pentabromotoluene,,OZHJEQVYCBTHJT-UHFFFAOYSA-N,,Pentabromotoluene,PBT,pbt,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,,CHEBI:17642,,87-86-5,Pentachlorophenol,PCP,pcp,,,,,,,,,,,,,,,,,,,,,,,,,
Parabens,,,ZNSSPLQZSUWFJT-UHFFFAOYSA-N,,Pentylparaben,pentylP,pentip,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Perchloropentacyclodecane,CHEBI:34852,,2385-85-5,Perchloropentacyclodecane,mirex,mirex,,,,,,,,,,,,,,,,,,,,,,,,,
Polycyclic Aromatic Hydrocarbons (PAHs),Phenanthrene,CHEBI:28851,,85-01-8,Phenanthrene,PHE,phe,,,,,,,,,,,,,,,,,,,,,,,,,
Polycyclic Aromatic Hydrocarbons (PAHs),Phenanthrene,,MTKRZWWQDYNZRK-UHFFFAOYSA-N,,"Phenanthrene-1,2,3,4-tetrol",PHE-tetrol,phetetrol,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,Pirimiphos-methyl,,VXMVXXWWOFEVKJ-UHFFFAOYSA-N,,Pirimiphos-methyl-desmethyl,,pyrimiphosmetdes,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:33364,,7440-06-4,Platinum,Pt,pt,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 100,,NSKIRYMHNFTRLR-UHFFFAOYSA-N,,Polybrominated diphenylether 100,BDE-100,bded,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 119,,KXEOYBYEJCRPGB-UHFFFAOYSA-N,,Polybrominated diphenylether 119,BDE-119,bden,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 138,,IZFQCEZFGCMHOM-UHFFFAOYSA-N,,Polybrominated diphenylether 138,BDE-138,bdeo,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 15,,YAWIAFUBXXPJMQ-UHFFFAOYSA-N,,Polybrominated diphenylether 15,BDE-15,bde15,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 153,,RZXIRSKYBISPGF-UHFFFAOYSA-N,,Polybrominated diphenylether 153,BDE-153,bdee,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 154,,VHNPZYZQKWIWOD-UHFFFAOYSA-N,,Polybrominated diphenylether 154,BDE-154,bdef,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 17,,VYBFILXLBMWOLI-UHFFFAOYSA-N,,Polybrominated diphenylether 17,BDE-17,bde17,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 183,,ILPSCQCLBHQUEM-UHFFFAOYSA-N,,Polybrominated diphenylether 183,BDE-183,bdeg,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 190,,OUEYHQIMJGHOQN-UHFFFAOYSA-N,,Polybrominated diphenylether 190,BDE-190,bdep,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 209,,WHHGLZMJPXIBIX-UHFFFAOYSA-N,,Polybrominated diphenylether 209,BDE-209,bdeh,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 25,,AURKEOPYVUYTLO-UHFFFAOYSA-N,,Polybrominated diphenylether 25,BDE-25,bde25,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 28,,UPNBETHEXPIWQX-UHFFFAOYSA-N,,Polybrominated diphenylether 28,BDE-28,bdea,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 33,,,,Polybrominated diphenylether 33,BDE-33,bde33,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 47,,XYBSIYMGXVUVGY-UHFFFAOYSA-N,,Polybrominated diphenylether 47,BDE-47,bdeb,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 66,,DHUMTYRHKMCVAG-UHFFFAOYSA-N,,Polybrominated diphenylether 66,BDE-66,bdei,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 71,,COPAGYRSCJVION-UHFFFAOYSA-N,,Polybrominated diphenylether 71,BDE-71,bdej,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 75,,BWCNKMFFUGBFGB-UHFFFAOYSA-N,,Polybrominated diphenylether 75,BDE-75,bdek,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 77,,RYGLOWMCGZHYRQ-UHFFFAOYSA-N,,Polybrominated diphenylether 77,BDE-77,bdel,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 85,,DMLQSUZPTTUUDP-UHFFFAOYSA-N,,Polybrominated diphenylether 85,BDE-85,bdem,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Polybrominated diphenylether 99,,WHPVYXDFIXRKLN-UHFFFAOYSA-N,,Polybrominated diphenylether 99,BDE-99,bdec,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,LAHWLEDBADHJGA-UHFFFAOYSA-N,,Polychlorinated biphenyl 101,PCB 101,pcb101,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,WIDHRBRBACOVOY-UHFFFAOYSA-N,,Polychlorinated biphenyl 105,PCB 105,pcb105,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,ARXHIJMGSIYYRZ-UHFFFAOYSA-N,,Polychlorinated biphenyl 110,PCB 110,pcb110,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,SXZSFWHOSHAKMN-UHFFFAOYSA-N,,Polychlorinated biphenyl 114,PCB 114,pcb114,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,IUTPYMGCWINGEY-UHFFFAOYSA-N,,Polychlorinated biphenyl 118,PCB 118,pcb118,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,YAHNWSSFXMVPOU-UHFFFAOYSA-N,,Polychlorinated biphenyl 123,PCB 123,pcb123,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,REHONNLQRWTIFF-UHFFFAOYSA-N,,Polychlorinated biphenyl 126,PCB 126,pcb126,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,BTAGRXWGMYTPBY-UHFFFAOYSA-N,,Polychlorinated biphenyl 128,PCB 128,pcb128,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,,Polychlorinated biphenyl 138,PCB 138,pcb138,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,BQHCQAQLTCQFJZ-UHFFFAOYSA-N,,Polychlorinated biphenyl 146,PCB 146,pcb146,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,LKHLFUVHHXCNJH-UHFFFAOYSA-N,,Polychlorinated biphenyl 149,PCB 149,pcb149,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,UHCLFIWDCYOTOL-UHFFFAOYSA-N,,Polychlorinated biphenyl 151,PCB 151,pcb151,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,MVWHGTYKUMDIHL-UHFFFAOYSA-N,,Polychlorinated biphenyl 153,PCB 153,pcb153,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,LCXMEXLGMKFLQO-UHFFFAOYSA-N,,Polychlorinated biphenyl 156,PCB 156,pcb156,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,YTWXDQVNPCIEOX-UHFFFAOYSA-N,,Polychlorinated biphenyl 157,PCB 157,pcb157,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,ZQUPQXINXTWCQR-UHFFFAOYSA-N,,Polychlorinated biphenyl 158,PCB 158,pcb158,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,AZXHAWRMEPZSSV-UHFFFAOYSA-N,,Polychlorinated biphenyl 167,PCB 167,pcb167,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,ZHLICBPIXDOFFG-UHFFFAOYSA-N,,Polychlorinated biphenyl 169,PCB 169,pcb169,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,RMPWIIKNWPVWNG-UHFFFAOYSA-N,,Polychlorinated biphenyl 170,PCB 170,pcb170,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,TZMHVHLTPWKZCI-UHFFFAOYSA-N,,Polychlorinated biphenyl 171,PCB 171,pcb171,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,HOPMUCXYRNOABF-UHFFFAOYSA-N,,Polychlorinated biphenyl 172,PCB 172,pcb172,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,ZDLMBNHYTPHDLF-UHFFFAOYSA-N,,Polychlorinated biphenyl 174,PCB 174,pcb174,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,CXOYNJAHPUASHN-UHFFFAOYSA-N,,Polychlorinated biphenyl 177,PCB 177,pcb177,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,WCIBKXHMIXUQHK-UHFFFAOYSA-N,,Polychlorinated biphenyl 178,PCB 178,pcb178,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,DCMURXAZTZQAFB-UHFFFAOYSA-N,,Polychlorinated biphenyl 18,PCB 18,pcb18,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,WBHQEUPUMONIKF-UHFFFAOYSA-N,,Polychlorinated biphenyl 180,PCB 180,pcb180,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,KQBFUDNJKCZEDQ-UHFFFAOYSA-N,,Polychlorinated biphenyl 183,PCB 183,pcb183,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,UDMZPLROONOSEF-UHFFFAOYSA-N,,Polychlorinated biphenyl 187,PCB 187,pcb187,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,XUAWBXBYHDRROL-UHFFFAOYSA-N,,Polychlorinated biphenyl 189,PCB 189,pcb189,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,DTMRKGRREZAYAP-UHFFFAOYSA-N,,Polychlorinated biphenyl 194,PCB 194,pcb194,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,JAHJITLFJSDRCG-UHFFFAOYSA-N,,Polychlorinated biphenyl 195,PCB 195,pcb195,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,BQFCCUSDZLKBJG-UHFFFAOYSA-N,,Polychlorinated biphenyl 196,PCB 196,pcb196,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,HJBYDWKNARZTMJ-UHFFFAOYSA-N,,Polychlorinated biphenyl 199,PCB 199,pcb199,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,LJQOBQLZTUSEJA-UHFFFAOYSA-N,,Polychlorinated biphenyl 201,PCB 201,pcb201,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,DCPDZFRGNJDWPP-UHFFFAOYSA-N,,Polychlorinated biphenyl 203,PCB 203,pcb203,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,JFIMDKGRGPNPRQ-UHFFFAOYSA-N,,Polychlorinated biphenyl 206,PCB 206,pcb206,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,ONXPZLFXDMAPRO-UHFFFAOYSA-N,,Polychlorinated biphenyl 209,PCB 209,pcb209,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,BZTYNSQSZHARAZ-UHFFFAOYSA-N,,Polychlorinated biphenyl 28,PCB 28,pcb28,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,ALDJIKXAHSDLLB-UHFFFAOYSA-N,,Polychlorinated biphenyl 44,PCB 44,pcb44,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,ZWPVHELAQPIZHO-UHFFFAOYSA-N,,Polychlorinated biphenyl 49,PCB 49,pcb49,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,HCWZEPKLWVAEOV-UHFFFAOYSA-N,,Polychlorinated biphenyl 52,PCB 52,pcb52,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,RKLLTEAEZIJBAU-UHFFFAOYSA-N,,Polychlorinated biphenyl 66,PCB 66,pcb66,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,TULCXSBAPHCWCF-UHFFFAOYSA-N,,Polychlorinated biphenyl 74,PCB 74,pcb74,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,UQMGJOKDKOLIDP-UHFFFAOYSA-N,,Polychlorinated biphenyl 77,PCB 77,pcb77,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,BHWVLZJTVIYLIV-UHFFFAOYSA-N,,Polychlorinated biphenyl 81,PCB 81,pcb81,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,OPKYDBFRKPQCBS-UHFFFAOYSA-N,,Polychlorinated biphenyl 87,PCB 87,pcb87,,,,,,,,,,,,,,,,,,,,,,,,,
Organochlorine compounds (OCs),Polychlorinated biphenyl,,LMQJBFRGXHMNOX-UHFFFAOYSA-N,,Polychlorinated biphenyl 99,PCB 99,pcb99,,,,,,,,,,,,,,,,,,,,,,,,,
Steroid/Sex hormones,,CHEBI:17026,,57-83-0,Progesterone,,proges,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides (carbamate),,CHEBI:34938,,114-26-1,Propoxur,Propoxur,propoxur,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,Propyl N-[3-(dimethylamino)propyl]carbamate,,WZZLDXDUQPOXNW-UHFFFAOYSA-N,,Propyl N-[3-(dimethylamino)propyl]carbamate,Propamocarb,propamocarb,,,,,,,,,,,,,,,,,,,,,,,,,
Parabens,,CHEBI:32063,,94-13-3,Propylparaben,,ppb,,,,,,,,,,,,,,,,,,,,,,,,,
Polycyclic Aromatic Hydrocarbons (PAHs),Pyrene,CHEBI:39106,,,Pyrene,PYR,pyr,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Roquefortine C,CHEBI:183713,,,Roquefortine C,ROQC,roqc,,,,,,,,,,,,,,,,,,,,,,,,,
Aprotic solvents,"N,N-Dimethylacetamide",,,,S-(acetamidomethyl) mercapturic acid,AMMA,amma,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides (pyrethroids),,,,,"Measured Sum (cis-DCCA, trans-DCCA)",Measured,sdcca,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,,,,,"Measured Sum(twofourdehtm,onefourdehtm)",,sdehtm,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:27568,,7782-49-2,Selenium,,se,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicides,Simazine,CHEBI:27496,,122-34-9,Simazine,,simz,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicides,Simazine,,CSQCJPSBEYLCBK-UHFFFAOYSA-N,,Simazine mercapturate,,simzmerc,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,"[3-(2,5-dimethylphenyl)-8-methoxy-2-oxo-1-azaspiro[4.5]dec-3-en-4-yl] ethyl carbonate",,IDJJHEIUIYGFDX-UHFFFAOYSA-N,,Spirotetramat enol,Spirotetramat enol,spirotetramatenol,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Sterigmatocystin,CHEBI:18227,,10048-13-2,Sterigmatocystin,STER,ster,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:33324,,7440-24-6,Strontium,Sr,sr,,,,,,,,,,,,,,,,,,,,,,,,,
Polycyclic Aromatic Hydrocarbons (PAHs),,,,,Measured Sum of 2- and 3-hydroxyfluorene,Measured 2+3-OH-Fluorene,stwothreehfluo,,,,,,,,,,,,,,,,,,,,,,,,,
Polycyclic Aromatic Hydrocarbons (PAHs),,,,,2-hydroxyphenanthrene + 3-hydroxyphenanthrene,2-PHEN + 3-PHEN,stwothreehphe,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Syn-dechlorane plus,,UGQQAJOWXNCOPY-MXYLTYEXSA-N,,Syn-dechlorane plus,Syn-DP,sdp,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,T-2 tetraol toxin,CHEBI:172528,,,T-2 tetraol toxin,T-2 tetraol,ttetraol,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,T-2 Toxin,CHEBI:9381,,21259-20-1,T-2 Toxin,T-2,ttwo,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,T-2 triol toxin,,,,T-2 triol toxin,T-2 triol,ttriol,,,,,,,,,,,,,,,,,,,,,,,,,
Volatile Organic Compounds (VOCs),Benzene,CHEBI:27036,,3588-17-8,"T,t-muconic acid",,ttmca,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,,,,Measured Total arsenic,Measured As total,tas,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,Tebuconazole,,,,Tebuconazole-OH (hydroxytebuconazole),OH-TEBUCONAZOLE,tebuconazoleoh,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:30452,,13494-80-9,Tellurium,Te,te,,,,,,,,,,,,,,,,,,,,,,,,,
Steroid/Sex hormones,,CHEBI:17347,,58-22-0,Testosterone,,tt,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Tetrabromobisphenol A,CHEBI:33217,,79-94-7,Tetrabromobisphenol A,TBBPA,tbbpa,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,,,LXIZRZRTWSDLKK-UHFFFAOYSA-N,,"Tetrabromobisphenol A bis(2,3-dibromopropyl ether)",TBBPA-DBPE,tbbpadbpe,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Tetrabromoethylcyclohexane,,RSNWTYLUIPARFX-UHFFFAOYSA-N,,Tetrabromoethylcyclohexane,TBECH,tbech,,,,,,,,,,,,,,,,,,,,,,,,,
